date,positive_AL,negative_AL,death_AL,positiveIncrease_AL,negativeIncrease_AL,deathIncrease_AL,hospitalizedIncrease_AL,positive_AK,negative_AK,death_AK,positiveIncrease_AK,negativeIncrease_AK,deathIncrease_AK,hospitalizedIncrease_AK,positive_AZ,negative_AZ,death_AZ,positiveIncrease_AZ,negativeIncrease_AZ,deathIncrease_AZ,hospitalizedIncrease_AZ,positive_AR,negative_AR,death_AR,positiveIncrease_AR,negativeIncrease_AR,deathIncrease_AR,hospitalizedIncrease_AR,positive_CA,negative_CA,death_CA,positiveIncrease_CA,negativeIncrease_CA,deathIncrease_CA,hospitalizedIncrease_CA,positive_CO,negative_CO,death_CO,positiveIncrease_CO,negativeIncrease_CO,deathIncrease_CO,hospitalizedIncrease_CO,positive_CT,negative_CT,death_CT,positiveIncrease_CT,negativeIncrease_CT,deathIncrease_CT,hospitalizedIncrease_CT,positive_DC,negative_DC,death_DC,positiveIncrease_DC,negativeIncrease_DC,deathIncrease_DC,hospitalizedIncrease_DC,positive_DE,negative_DE,death_DE,positiveIncrease_DE,negativeIncrease_DE,deathIncrease_DE,hospitalizedIncrease_DE,positive_FL,negative_FL,death_FL,positiveIncrease_FL,negativeIncrease_FL,deathIncrease_FL,hospitalizedIncrease_FL,positive_GA,negative_GA,death_GA,positiveIncrease_GA,negativeIncrease_GA,deathIncrease_GA,hospitalizedIncrease_GA,positive_HI,negative_HI,death_HI,positiveIncrease_HI,negativeIncrease_HI,deathIncrease_HI,hospitalizedIncrease_HI,positive_ID,negative_ID,death_ID,positiveIncrease_ID,negativeIncrease_ID,deathIncrease_ID,hospitalizedIncrease_ID,positive_IL,negative_IL,death_IL,positiveIncrease_IL,negativeIncrease_IL,deathIncrease_IL,hospitalizedIncrease_IL,positive_IN,negative_IN,death_IN,positiveIncrease_IN,negativeIncrease_IN,deathIncrease_IN,hospitalizedIncrease_IN,positive_IA,negative_IA,death_IA,positiveIncrease_IA,negativeIncrease_IA,deathIncrease_IA,hospitalizedIncrease_IA,positive_KS,negative_KS,death_KS,positiveIncrease_KS,negativeIncrease_KS,deathIncrease_KS,hospitalizedIncrease_KS,positive_KY,negative_KY,death_KY,positiveIncrease_KY,negativeIncrease_KY,deathIncrease_KY,hospitalizedIncrease_KY,positive_LA,negative_LA,death_LA,positiveIncrease_LA,negativeIncrease_LA,deathIncrease_LA,hospitalizedIncrease_LA,positive_ME,negative_ME,death_ME,positiveIncrease_ME,negativeIncrease_ME,deathIncrease_ME,hospitalizedIncrease_ME,positive_MD,negative_MD,death_MD,positiveIncrease_MD,negativeIncrease_MD,deathIncrease_MD,hospitalizedIncrease_MD,positive_MA,negative_MA,death_MA,positiveIncrease_MA,negativeIncrease_MA,deathIncrease_MA,hospitalizedIncrease_MA,positive_MI,negative_MI,death_MI,positiveIncrease_MI,negativeIncrease_MI,deathIncrease_MI,hospitalizedIncrease_MI,positive_MN,negative_MN,death_MN,positiveIncrease_MN,negativeIncrease_MN,deathIncrease_MN,hospitalizedIncrease_MN,positive_MS,negative_MS,death_MS,positiveIncrease_MS,negativeIncrease_MS,deathIncrease_MS,hospitalizedIncrease_MS,positive_MO,negative_MO,death_MO,positiveIncrease_MO,negativeIncrease_MO,deathIncrease_MO,hospitalizedIncrease_MO,positive_MT,negative_MT,death_MT,positiveIncrease_MT,negativeIncrease_MT,deathIncrease_MT,hospitalizedIncrease_MT,positive_NE,negative_NE,death_NE,positiveIncrease_NE,negativeIncrease_NE,deathIncrease_NE,hospitalizedIncrease_NE,positive_NV,negative_NV,death_NV,positiveIncrease_NV,negativeIncrease_NV,deathIncrease_NV,hospitalizedIncrease_NV,positive_NH,negative_NH,death_NH,positiveIncrease_NH,negativeIncrease_NH,deathIncrease_NH,hospitalizedIncrease_NH,positive_NJ,negative_NJ,death_NJ,positiveIncrease_NJ,negativeIncrease_NJ,deathIncrease_NJ,hospitalizedIncrease_NJ,positive_NM,negative_NM,death_NM,positiveIncrease_NM,negativeIncrease_NM,deathIncrease_NM,hospitalizedIncrease_NM,positive_NY,negative_NY,death_NY,positiveIncrease_NY,negativeIncrease_NY,deathIncrease_NY,hospitalizedIncrease_NY,positive_NC,negative_NC,death_NC,positiveIncrease_NC,negativeIncrease_NC,deathIncrease_NC,hospitalizedIncrease_NC,positive_ND,negative_ND,death_ND,positiveIncrease_ND,negativeIncrease_ND,deathIncrease_ND,hospitalizedIncrease_ND,positive_OH,negative_OH,death_OH,positiveIncrease_OH,negativeIncrease_OH,deathIncrease_OH,hospitalizedIncrease_OH,positive_OK,negative_OK,death_OK,positiveIncrease_OK,negativeIncrease_OK,deathIncrease_OK,hospitalizedIncrease_OK,positive_OR,negative_OR,death_OR,positiveIncrease_OR,negativeIncrease_OR,deathIncrease_OR,hospitalizedIncrease_OR,positive_PA,negative_PA,death_PA,positiveIncrease_PA,negativeIncrease_PA,deathIncrease_PA,hospitalizedIncrease_PA,positive_RI,negative_RI,death_RI,positiveIncrease_RI,negativeIncrease_RI,deathIncrease_RI,hospitalizedIncrease_RI,positive_SC,negative_SC,death_SC,positiveIncrease_SC,negativeIncrease_SC,deathIncrease_SC,hospitalizedIncrease_SC,positive_SD,negative_SD,death_SD,positiveIncrease_SD,negativeIncrease_SD,deathIncrease_SD,hospitalizedIncrease_SD,positive_TN,negative_TN,death_TN,positiveIncrease_TN,negativeIncrease_TN,deathIncrease_TN,hospitalizedIncrease_TN,positive_TX,negative_TX,death_TX,positiveIncrease_TX,negativeIncrease_TX,deathIncrease_TX,hospitalizedIncrease_TX,positive_UT,negative_UT,death_UT,positiveIncrease_UT,negativeIncrease_UT,deathIncrease_UT,hospitalizedIncrease_UT,positive_VT,negative_VT,death_VT,positiveIncrease_VT,negativeIncrease_VT,deathIncrease_VT,hospitalizedIncrease_VT,positive_VA,negative_VA,death_VA,positiveIncrease_VA,negativeIncrease_VA,deathIncrease_VA,hospitalizedIncrease_VA,positive_WA,negative_WA,death_WA,positiveIncrease_WA,negativeIncrease_WA,deathIncrease_WA,hospitalizedIncrease_WA,positive_WV,negative_WV,death_WV,positiveIncrease_WV,negativeIncrease_WV,deathIncrease_WV,hospitalizedIncrease_WV,positive_WI,negative_WI,death_WI,positiveIncrease_WI,negativeIncrease_WI,deathIncrease_WI,hospitalizedIncrease_WI,positive_WY,negative_WY,death_WY,positiveIncrease_WY,negativeIncrease_WY,deathIncrease_WY,hospitalizedIncrease_WY
8/6/2020,96592,643192,1714,1938,10386,19,213,3487,258085,25,40,4253,0,3,183647,812217,4002,1444,8878,70,509,47028,492808,515,735,4290,7,0,529980,7970483,9869,5258,85805,166,0,49436,521927,1729,448,5596,12,36,50245,806853,4437,20,8969,0,113,12518,193465,587,75,3083,0,0,15365,177338,587,69,1934,0,0,503083,3346974,7871,7573,34829,120,559,204895,1519867,4026,3182,26356,42,214,2763,132146,27,172,2211,0,6,22707,171886,217,473,2233,7,25,189705,2749325,7791,1953,39733,21,0,71015,733330,3013,1040,11080,6,119,47361,455759,908,702,5990,9,0,29717,279001,368,0,0,0,0,33254,599190,760,513,11109,8,21,127246,1357726,4146,1303,13802,50,0,3997,176919,124,5,2666,0,0,93005,899136,3551,579,9167,15,56,119874,1151344,8691,231,11393,32,14,94656,1911922,6506,763,25343,28,0,58640,840840,1677,861,10996,7,48,64400,418141,1825,956,3763,21,39,56383,685928,1280,1062,10675,8,0,4602,181213,65,173,2518,0,11,27489,262692,335,311,2765,3,37,53557,446638,900,729,8349,10,0,6719,160688,418,26,1405,0,0,183701,2046544,15772,374,42853,7,0,21773,582609,669,207,6767,2,22,418928,5879877,25185,703,71667,6,0,131267,1773483,2092,1979,29103,42,0,7169,156542,113,122,1585,1,6,97471,1500568,3618,1166,22260,22,135,41401,633252,593,837,9086,10,52,20225,412037,339,246,5214,1,17,116521,1183730,7282,807,14719,38,0,19611,196112,1014,130,2058,2,16,96797,659348,1943,1325,6198,49,0,9273,108301,141,105,1095,4,5,116350,1518841,1186,2252,20894,42,108,467485,3476995,7803,7598,28647,306,0,42915,514499,330,587,4368,3,35,1446,96669,58,10,988,1,0,95867,1099060,2299,818,14353,25,57,63698,1109952,1624,706,13883,5,61,7277,300132,124,118,4697,0,0,61985,961851,985,875,16867,8,55,2958,53150,27,35,359,0,2
8/7/2020,98301,651115,1735,1709,7923,21,224,3542,265309,25,55,7224,0,3,185053,819792,4081,1406,7575,79,5173,48039,503484,521,1011,10676,6,50,538416,8058466,10011,8436,87983,142,0,49893,529238,1736,457,7311,7,10,50320,814313,4441,75,7460,4,0,12589,196136,589,71,2671,2,0,15445,179339,588,80,2001,1,0,510624,3378864,8051,7541,31890,180,599,209004,1544125,4117,4109,24258,91,280,2914,132370,29,151,224,2,11,23399,175301,223,692,3415,6,23,191808,2794110,7822,2103,44785,31,0,72254,744850,3023,1239,11520,10,87,47865,460835,913,504,5076,5,0,30638,285874,380,921,6873,12,54,33796,608198,764,542,9008,4,51,128746,1376256,4207,1500,18530,61,0,4014,179708,124,17,2789,0,3,93806,913018,3565,801,13882,14,69,120291,1165764,8709,417,14420,18,15,95470,1941125,6524,814,29203,18,0,59185,851086,1681,545,10246,4,37,65436,421776,1848,1036,3635,23,66,57379,695361,1301,996,9433,21,0,4757,182999,70,155,1786,5,5,27821,266081,340,332,3389,5,7,54533,452465,920,976,5827,20,0,6742,161723,419,23,1035,1,1,184061,2068731,15783,360,22187,11,384,21965,590889,675,192,8280,6,16,419642,5949333,25190,714,69456,5,0,132812,1807000,2134,1545,33517,42,0,7318,158374,114,149,1832,1,8,98675,1524420,3652,1204,23852,34,81,42255,643560,600,854,10308,7,58,20636,417057,348,411,5020,9,15,117279,1199620,7297,758,15890,15,0,19738,198235,1014,127,2123,0,12,98219,669742,1962,1422,10394,19,354,9371,109356,144,98,1055,3,5,118782,1543250,1206,2432,24409,20,81,474524,3526008,8096,7039,49013,293,0,43375,519364,335,460,4865,5,24,1447,97540,58,1,871,0,0,97882,1110863,2317,2015,11803,18,98,64357,1124308,1653,659,14356,29,34,7433,305244,127,156,5112,3,0,63028,974948,997,1043,13097,12,49,3000,53625,28,42,475,1,5
8/8/2020,98387,651115,1735,86,0,0,0,3621,269972,26,79,4663,1,5,186107,830414,4137,1054,10622,56,3,48039,503484,521,0,0,0,55,545787,8161740,10189,7371,103274,178,0,50324,535556,1736,431,6318,0,20,50320,814313,4441,0,0,0,0,12653,200681,590,64,4545,1,0,15502,180392,590,57,1053,2,0,518967,3419295,8238,8343,40431,187,525,213427,1584539,4186,4423,40414,69,274,3115,136131,31,201,3761,2,6,23922,179049,229,523,3748,6,14,193998,2839936,7840,2190,45826,18,0,73287,755179,3036,1033,10329,13,0,48283,465264,925,418,4429,12,0,30638,285874,380,0,0,0,0,34578,613857,772,782,5659,8,27,128746,1376256,4207,0,0,0,0,4026,182375,125,12,2667,1,0,94581,924942,3577,775,11924,12,58,120711,1182033,8721,420,16269,12,22,96191,1978930,6520,721,37805,-4,0,60101,861296,1689,916,10210,8,48,66646,426944,1874,1210,5168,26,29,57379,695361,1301,0,0,0,0,4889,183957,75,132,958,5,4,28104,269434,345,283,3353,5,16,55419,457600,949,886,5135,29,0,6818,164433,419,76,2710,0,1,184429,2068363,15792,368,-368,9,0,22115,598013,681,150,7124,6,19,420345,6023487,25195,703,74154,5,0,134766,1835000,2160,1954,28000,26,0,7498,159859,116,180,1485,2,6,99969,1544524,3668,1294,20104,16,69,43080,650485,603,825,6925,3,39,21010,417057,355,374,0,7,0,118092,1214965,7313,813,15345,16,0,19832,200133,1015,94,1898,1,18,99460,678615,2007,1241,8873,45,0,9477,110510,146,106,1154,2,5,120585,1564901,1215,1803,21651,9,72,481483,3531174,8343,6959,5166,247,0,43751,523627,335,376,4263,0,26,1453,98330,58,6,790,0,0,99189,1123839,2322,1307,12976,5,51,64723,1133284,1672,366,8976,19,16,7563,310357,131,130,5113,4,0,64213,986945,1003,1185,11997,6,50,3013,53625,28,13,0,0,1
8/9/2020,101334,661117,1768,2947,10002,33,0,3718,274201,26,97,4229,0,4,186923,835640,4150,816,5226,13,24,49383,514448,544,1344,10964,23,61,554160,8271959,10293,8373,110219,104,0,50660,541180,1736,336,5624,0,14,50320,814313,4441,0,0,0,0,12753,205189,591,100,4508,1,0,15575,182544,591,73,2152,1,0,525106,3452857,8315,6139,33562,77,254,216596,1618452,4199,3169,33913,13,72,3346,138598,31,231,2467,0,6,24495,180336,235,573,1287,6,20,195380,2879908,7845,1382,39972,5,0,74328,766797,3041,1041,11618,5,0,48789,470021,930,506,4757,5,0,30638,285874,380,0,0,0,0,34982,613857,773,404,0,1,0,131399,1409172,4263,2653,32916,56,0,4042,184944,125,16,2569,0,0,95503,943842,3585,922,18900,8,72,121040,1198899,8735,329,16866,14,10,96726,2004606,6519,535,25676,-1,0,60898,874075,1698,797,12779,9,49,67173,426944,1896,527,0,22,0,57379,695361,1301,0,0,0,0,4952,184994,75,63,1037,0,4,28245,271429,345,141,1995,0,11,56230,461374,957,811,3774,8,0,6831,165754,419,13,1321,0,1,184773,2117079,15797,344,48716,5,43,22315,605312,685,200,7299,4,13,420860,6088784,25202,515,65297,7,0,136218,1850330,2168,1452,15330,8,0,7589,161076,116,91,1217,0,1,100848,1567700,3669,879,23176,1,49,43566,650485,603,486,0,0,11,21272,425765,356,262,8708,1,0,118852,1228358,7314,760,13393,1,0,19906,201584,1015,74,1451,0,17,100435,685549,2031,975,6934,24,0,9605,111292,146,128,782,0,5,122712,1590408,1223,2127,25507,8,42,486362,3539502,8459,4879,8328,116,0,44127,527717,336,376,4090,1,16,1458,99083,58,5,753,0,0,100086,1144172,2326,897,20333,4,37,64918,1138079,1688,195,4795,16,6,7694,315378,139,131,5021,8,0,64835,993742,1005,622,6797,2,20,3050,53625,28,37,0,0,0
8/10/2020,103020,677547,1797,1686,16430,29,533,3786,276557,26,68,2356,0,4,187523,840708,4154,600,5068,4,9,50028,519292,555,645,4844,11,52,561911,8436442,10359,7751,164483,66,0,51039,546143,1746,379,4963,10,11,50567,852390,4444,247,38077,3,0,12807,207584,591,54,2395,0,0,15634,185038,591,59,2494,0,0,529256,3476896,8408,4150,24039,93,284,219025,1642937,4229,2429,24485,30,48,3498,138598,31,152,0,0,2,24671,181805,237,176,1469,2,11,196699,2910942,7846,1319,31034,1,0,74992,777119,3044,664,10322,3,0,49071,472316,933,282,2295,3,0,31730,294939,387,1092,9065,7,36,35254,622553,775,272,8696,2,22,131961,1415972,4287,562,6800,24,0,4049,186857,125,7,1913,0,0,96258,960552,3591,755,16710,6,70,121315,1209961,8741,275,11062,6,8,97306,2025283,6526,580,20677,7,0,61516,882644,1701,618,8569,3,51,67649,426944,1912,476,0,16,74,59954,709964,1307,2575,14603,6,0,5017,188388,75,65,3394,0,1,28432,274203,345,187,2774,0,7,56972,465220,963,742,3846,6,0,6840,167438,419,9,1684,0,3,185031,2139015,15801,258,21936,4,0,22444,610553,690,129,5241,5,19,421336,6142310,25204,476,53526,2,0,136844,1865075,2172,626,14745,4,0,7706,162126,117,117,1050,1,2,101731,1585913,3673,883,18213,4,64,43963,650485,605,397,0,2,20,21488,429244,357,216,3479,1,40,119453,1240830,7317,601,12472,3,0,19934,202413,1015,28,829,0,0,101159,690471,2049,724,4922,18,0,9663,111814,146,58,522,0,6,123914,1603993,1233,1202,13585,10,35,490817,3582844,8490,4455,43342,31,0,44390,530653,345,263,2936,9,22,1461,99755,58,3,672,0,0,100749,1160798,2327,663,16626,1,22,65721,1156230,1688,803,18151,0,105,7754,319290,141,60,3912,2,0,65356,1001402,1005,521,7660,0,31,3042,54640,28,-8,1015,0,2
8/11/2020,103851,679838,1847,831,2291,50,0,3835,286909,26,49,10352,0,1,188737,848538,4199,1214,7830,45,15,50411,522457,566,383,3165,11,65,574411,8611868,10468,12500,175426,109,0,51441,549859,1751,402,3716,5,52,50684,860615,4444,117,8225,0,0,12896,211853,593,89,4269,2,0,15699,186501,591,65,1463,0,0,535018,3506483,8685,5762,29587,277,573,222588,1672897,4351,3563,29960,122,355,3638,142198,34,140,3600,3,3,25100,183305,239,429,1500,2,7,198248,2950755,7866,1549,39813,20,0,75862,785793,3069,870,8674,25,245,49329,474591,940,258,2275,7,0,31730,294939,387,0,0,0,0,35793,632562,783,539,10009,8,39,133125,1435439,4313,1164,19467,26,0,4050,188403,126,1,1546,1,1,96843,970616,3604,585,10064,13,19,121707,1224637,8751,392,14676,10,27,98213,2048341,6533,907,23058,7,0,61839,884191,1707,323,1547,6,55,68293,436111,1944,644,9167,32,58,60935,726285,1312,981,16321,5,0,5104,189308,77,87,920,2,3,28696,277036,348,264,2833,3,19,57520,467229,981,548,2009,18,0,6861,168538,419,21,1100,0,1,185475,2164835,15813,444,25820,12,60,22643,617694,693,199,7141,3,27,422003,6218702,25211,667,76392,7,0,137895,1879603,2204,1051,14528,32,0,7877,163973,122,171,1847,5,13,102826,1604944,3708,1095,19031,35,131,44728,669507,618,765,19022,13,135,21774,435314,368,286,6070,11,15,120281,1255313,7352,828,14483,35,0,20053,204117,1016,119,1704,1,6,102130,694221,2098,971,3750,49,329,9713,112696,146,50,882,0,5,124915,1615869,1271,1001,11876,38,125,500620,3588243,8710,9803,5399,220,0,44752,533332,349,362,2679,4,35,1473,100736,58,12,981,0,0,101745,1169800,2344,996,9002,17,67,66404,1171498,1697,683,15268,9,48,7875,322734,147,121,3444,6,0,66123,1014277,1013,767,12875,8,61,3073,55779,29,31,1139,1,4
8/12/2020,104786,690985,1882,935,11147,35,222,3896,288686,27,61,1777,1,5,189443,854785,4347,706,6247,148,529,51114,522457,566,703,0,0,71,586056,8717411,10648,11645,105543,180,0,51756,554034,1756,315,4175,5,6,50706,868577,4450,22,7962,6,0,12959,213782,593,63,1929,0,0,15699,186501,591,0,0,0,0,543113,3536678,8898,8095,30195,213,599,226153,1690589,4456,3565,17692,105,348,3958,146275,38,320,4077,4,18,25595,186649,246,495,3344,7,31,199893,2991208,7881,1645,40453,15,0,76522,790472,3086,660,4679,17,79,49806,478342,951,477,3751,11,0,32547,302016,395,817,7077,8,64,36945,637830,790,1152,5268,7,28,134304,1464305,4361,1179,28866,48,0,4070,195048,126,20,6645,0,0,97384,981454,3612,541,10838,8,82,122000,1240101,8769,293,15464,18,20,98689,2083152,6539,476,34811,6,0,62303,890482,1724,464,6291,17,50,69374,438440,1989,1081,2329,45,56,62530,736051,1323,1595,9766,11,0,5268,190768,80,164,1460,3,25,29030,279432,351,334,2396,3,139,58048,469487,996,528,2258,15,0,6887,173564,420,26,5026,1,0,185938,2190078,15824,463,25243,11,44,22816,622007,695,173,4313,2,10,422703,6305778,25218,700,87076,7,0,139061,1684222,2249,1166,-195381,45,0,7964,165049,124,87,1076,2,10,104248,1624132,3734,1422,19188,26,141,45398,676709,627,670,7202,9,82,22022,440520,375,248,5206,7,32,121130,1271976,7385,849,16663,33,0,20129,206004,1018,76,1887,2,19,102974,697115,2144,844,2894,46,0,9815,113813,147,102,1117,1,5,126393,1633299,1289,1478,17430,18,90,506820,3599540,9034,6200,11297,324,0,45090,536946,351,338,3614,2,19,1478,101788,58,5,1052,0,0,102521,1185035,2352,776,15235,8,74,67005,1187509,1716,601,16011,19,53,8008,327231,153,133,4497,6,0,66654,1023723,1018,531,9446,5,33,3086,56245,29,13,466,0,4
8/13/2020,105557,697005,1890,771,6020,8,164,3978,290075,27,82,1389,0,5,190794,867384,4383,1351,12599,36,682,51766,531714,582,652,9257,16,94,593141,8852352,10808,7085,134941,160,0,52219,561147,1763,463,7113,7,15,50782,876553,4450,76,7976,0,95,13024,216625,594,65,2843,1,0,15967,189661,593,268,3160,2,0,549340,3564981,9047,6227,28303,149,598,228668,1713942,4538,2515,23353,82,202,4312,146275,40,354,0,2,7,26133,188480,246,538,1831,0,14,201727,3035380,7905,1834,44172,24,0,77565,800405,3105,1043,9933,19,0,50336,484477,959,530,6135,8,0,32547,302016,395,0,0,0,0,37686,649934,796,741,12104,6,25,135439,1480541,4402,1135,16236,41,0,4089,198195,126,19,3147,0,1,98160,996934,3620,776,15480,8,115,122319,1267661,8790,319,27560,21,22,99856,2122530,6555,1167,39378,16,0,62993,900103,1731,690,9621,7,31,69986,438440,2011,612,0,22,53,63797,747560,1325,1267,11509,2,0,5407,192413,81,139,1645,1,14,29244,280400,356,214,968,5,0,58650,474494,1030,602,5007,34,0,6921,174695,422,34,1131,2,0,186594,2217096,15832,656,27018,8,29,22987,627504,697,171,5497,2,21,423440,6392941,25228,737,87163,10,0,140824,1709865,2287,1763,25643,38,0,8164,166869,124,200,1820,0,5,105426,1647881,3755,1178,23749,21,122,46103,685169,638,705,8460,11,59,22300,444963,383,278,4443,8,8,122121,1288873,7409,991,16897,24,0,20240,208234,1019,111,2230,1,5,103909,702119,2186,935,5004,42,0,9897,114873,148,82,1060,1,4,128511,1659210,1313,2118,25911,24,94,513575,3717188,9289,6755,117648,255,0,45424,541000,353,334,4054,2,25,1484,102525,58,6,737,0,0,103622,1202481,2363,1101,17446,11,60,67611,1202020,1724,606,14511,8,35,8151,331364,153,143,4133,0,0,67622,1035195,1025,968,11472,7,45,3119,56452,30,33,207,1,2
8/14/2020,106309,718675,1893,752,21670,3,0,4078,291851,27,100,1776,0,2,191721,875854,4423,927,8470,40,12,52392,536268,587,626,4554,5,0,601075,8955523,10996,7934,103171,188,0,52538,567787,1768,319,6640,5,18,50897,886793,4453,115,10240,3,0,13118,223187,594,94,6562,0,0,16340,191135,593,373,1474,0,0,557337,3597280,9276,7997,32299,229,621,231895,1738158,4573,3227,24216,35,237,4312,149305,40,0,3030,0,0,26631,191590,251,498,3110,5,17,204023,3082657,7932,2296,47277,27,0,78632,807857,3113,1067,7452,8,123,50932,489305,966,596,4828,7,0,33885,309158,402,1338,7142,7,45,38298,662344,804,612,12410,8,42,136737,1500275,4430,1298,19734,28,0,4115,200928,126,26,2733,0,4,98875,1011398,3631,715,14464,11,45,122531,1289001,8804,212,21340,14,19,100724,2160427,6566,868,37897,11,0,63723,909823,1739,730,9720,8,41,70930,440112,2043,944,1672,32,26,65270,759599,1335,1473,12039,10,0,5541,194320,81,134,1907,0,4,29660,284564,360,416,4164,4,0,59749,478455,1045,1099,3961,15,0,6921,174695,422,0,0,0,0,187164,2242677,15842,570,25581,10,36,23160,635882,703,173,8378,6,18,424167,6477669,25232,727,84728,4,0,142170,1735232,2313,1346,25367,26,0,8316,168281,125,152,1412,1,10,106557,1672852,3784,1131,24971,29,105,46897,696345,644,794,11176,6,52,22613,450494,385,313,5531,2,10,122950,1304739,7445,829,15866,36,0,20335,209530,1021,95,1296,2,9,104841,746943,2204,932,44824,18,370,10024,115990,150,127,1117,2,7,130458,1681585,1326,1947,22375,13,77,520593,3761448,9602,7018,44260,313,0,45976,544660,360,552,3660,7,23,1501,104031,58,17,1506,0,0,104838,1215434,2370,1216,12953,7,58,68234,1215907,1736,623,13887,12,45,8274,336426,157,123,5062,4,0,68681,1044613,1032,1059,9418,7,65,3183,56809,30,64,357,0,2
8/15/2020,107580,729437,1896,1271,10762,3,151,4162,292515,28,84,664,1,4,192654,884537,4492,933,8683,69,280,51992,536268,600,-400,0,13,-4,613689,9067422,11147,12614,111899,151,0,52838,573467,1768,300,5680,0,9,50897,886793,4453,0,0,0,0,13159,226057,597,41,2870,3,0,16396,192365,593,56,1230,0,0,563628,3633088,9480,6291,35808,204,506,235168,1752898,4669,3273,14740,96,210,4543,151723,40,231,2418,0,10,27173,193839,265,542,2249,14,23,205851,3125243,7937,1828,42586,5,0,79676,817939,3128,1044,10082,15,71,51793,494281,973,861,4976,7,0,33885,309158,402,0,0,0,0,38930,673046,810,632,10702,6,35,136737,1500275,4430,0,0,0,0,4144,203210,127,29,2282,1,0,99693,1027959,3636,818,16561,5,48,122897,1311604,8818,366,22603,14,20,101782,2189997,6586,1058,29570,20,0,64413,920060,1745,690,10237,6,39,71755,448010,2080,825,7898,37,43,66397,769044,1346,1127,9445,11,0,5659,195277,82,118,957,1,5,29988,287695,361,328,3131,1,0,60608,482242,1069,859,3787,24,0,6980,176397,423,59,1702,1,1,187442,2273941,15851,278,31264,9,36,23302,641989,711,142,6107,8,11,424901,6565603,25244,734,87934,12,0,143706,1759695,2343,1536,24463,30,0,8439,169701,125,123,1420,0,2,107674,1694676,3824,1117,21824,40,82,47798,706619,657,901,10274,13,45,23018,461861,386,405,11367,1,0,123800,1319884,7465,850,15145,20,0,20439,211327,1022,104,1797,1,25,105882,754518,2260,1041,7575,56,0,10118,117331,152,94,1341,2,10,131747,1698011,1345,1289,16426,19,88,528838,3792838,9840,8245,31390,238,0,46321,548757,363,345,4097,3,16,1510,106857,58,9,2826,0,0,105750,1231490,2381,912,16056,11,51,68579,1224398,1755,345,8491,19,24,8457,341787,160,183,5361,3,0,69547,1055119,1045,866,10506,13,40,3227,56809,30,44,0,0,0
8/16/2020,108433,737991,1898,853,8554,2,0,4263,297252,28,101,4737,0,6,193537,898437,4506,883,13900,14,-40,52665,569385,599,673,33117,-1,8,621562,9176573,11224,7873,109151,77,0,53176,581397,1768,338,7930,0,8,50897,886793,4453,0,0,0,0,13220,229632,597,61,3575,0,0,16451,193934,593,55,1569,0,0,567375,3659212,9587,3747,26124,107,267,237030,1768243,4702,1862,15345,33,59,4825,154474,40,282,2751,0,2,27477,195745,269,304,1906,4,12,207413,3160770,7955,1562,35527,18,0,80415,826436,3133,739,8497,5,63,52428,498765,975,635,4484,2,0,33885,309158,402,0,0,0,0,39315,673046,813,385,0,3,0,137918,1520169,4507,1181,19894,77,0,4168,206055,127,24,2845,0,1,100212,1042198,3639,519,14239,3,58,123200,1326768,8829,303,15164,11,3,102259,2218791,6592,477,28794,6,0,65152,928902,1752,739,8842,7,29,72136,448010,2084,381,0,4,0,67475,778143,1367,1078,9099,21,0,5750,196174,82,91,897,0,2,30241,290635,361,253,2940,0,3,61305,486158,1072,697,3916,3,0,6988,177941,423,8,1544,0,2,187455,2302731,15853,13,28790,2,9,23408,647165,714,106,5176,3,8,425508,6642688,25250,607,77085,6,0,144952,1779694,2347,1246,19999,4,0,8582,171213,129,143,1512,4,2,108287,1721358,3826,613,26682,2,26,48342,706619,661,544,0,4,15,23262,465535,388,244,3674,2,0,124460,1332403,7468,660,12519,3,0,20514,212564,1022,75,1237,0,5,106497,761104,2269,615,6586,9,0,10274,118500,153,156,1169,1,3,133708,1723632,1366,1961,25621,21,34,535582,3903459,9983,6744,110621,143,0,46652,552205,363,331,3448,0,11,1515,107826,58,5,969,0,0,106687,1247161,2381,937,15671,0,36,68729,1229199,1766,150,4801,11,24,8564,346775,160,107,4988,0,0,70246,1060533,1046,699,5414,1,29,3286,56809,30,59,0,0,0
